PHY_Long_CHP.csv
Serial number : xxxxx(RAID600)
From : 2014/03/03 01:00
To   : 2014/04/02 01:00
sampling rate : 15

"No.","time","CHP00-1EU","CHP01-1EU","CHP02-1EU","CHP03-1EU","CHP10-1FU","CHP11-1FU","CHP12-1FU","CHP13-1FU","CHP04-1EL","CHP05-1EL","CHP06-1EL","CHP07-1EL","CHP80-2QU","CHP81-2QU","CHP82-2QU","CHP83-2QU","CHP90-2RU","CHP91-2RU","CHP92-2RU","CHP93-2RU","CHP84-2QL","CHP85-2QL","CHP86-2QL","CHP87-2QL"
"630","2014/03/09 14:30",3,6,20,50,3,3,6,4,9,21,4,20,3,7,19,52,3,3,6,4,3,22,10,19
"631","2014/03/09 14:45",3,6,20,44,2,3,5,4,9,21,3,20,3,6,19,45,3,3,5,3,3,21,9,20
"632","2014/03/09 15:00",2,6,19,19,2,2,5,3,8,21,3,18,2,6,18,20,2,2,5,3,3,21,8,18
"633","2014/03/09 15:15",2,4,21,25,2,2,5,3,8,25,3,20,2,4,20,25,2,3,6,4,3,25,8,20
"634","2014/03/09 15:30",2,4,22,31,2,2,5,3,7,22,3,19,2,4,21,31,2,2,5,3,3,22,7,19
"635","2014/03/09 15:45",2,4,21,17,2,2,5,3,9,22,3,20,2,4,19,17,2,2,5,3,3,22,9,20
"636","2014/03/09 16:00",2,4,20,28,2,2,5,3,8,20,3,27,2,4,19,29,2,2,5,3,3,19,7,27
"637","2014/03/09 16:15",3,5,22,26,3,3,6,4,9,23,4,45,3,6,20,27,3,3,6,4,4,23,9,45
"638","2014/03/09 16:30",3,5,21,33,3,3,6,4,8,27,3,35,3,5,20,34,3,3,6,4,3,27,8,35
"639","2014/03/09 16:45",3,4,20,32,2,2,5,3,8,23,3,24,3,4,19,34,2,2,5,3,3,23,8,24
"640","2014/03/09 17:00",2,4,20,28,2,2,5,3,8,30,3,20,3,5,19,28,2,2,5,4,3,29,8,21
"641","2014/03/09 17:15",2,5,20,17,3,3,6,4,8,33,3,19,3,5,19,18,3,3,6,4,3,33,8,19
"642","2014/03/09 17:30",2,4,20,25,2,2,7,3,8,30,3,18,2,4,19,25,2,2,6,3,3,30,8,18
"643","2014/03/09 17:45",2,4,20,27,2,2,5,4,8,30,3,17,3,4,20,28,3,2,5,3,3,30,8,17
"644","2014/03/09 18:00",2,4,20,32,2,2,6,3,8,29,3,19,2,4,19,32,3,3,5,3,3,29,8,18
"645","2014/03/09 18:15",3,6,21,24,3,3,6,3,9,29,3,18,3,6,20,25,2,3,6,4,3,29,9,17
"646","2014/03/09 18:30",3,5,20,39,2,2,5,3,8,26,3,16,3,5,19,40,2,2,5,3,3,27,7,16
"647","2014/03/09 18:45",2,4,13,18,2,2,5,2,7,28,3,17,2,4,12,18,2,2,5,3,3,28,7,17
"648","2014/03/09 19:00",2,4,14,27,2,2,5,3,7,26,3,17,2,5,13,28,2,2,5,3,3,26,7,17
"649","2014/03/09 19:15",2,4,15,32,2,2,5,3,7,28,3,16,2,4,14,32,2,2,5,3,3,28,7,16
"650","2014/03/09 19:30",2,4,15,33,2,2,5,3,7,24,3,11,2,4,14,33,2,2,5,3,2,24,7,12
"651","2014/03/09 19:45",3,6,15,36,2,2,5,3,8,25,3,15,4,6,14,36,2,2,5,3,3,25,8,15
"652","2014/03/09 20:00",2,4,13,21,2,2,5,3,7,21,2,10,2,4,12,21,2,2,5,3,2,21,7,10
"653","2014/03/09 20:15",2,7,14,8,2,2,6,3,8,19,3,11,2,7,13,8,2,2,6,3,3,19,8,11
"654","2014/03/09 20:30",4,7,14,6,4,3,7,4,14,20,4,11,4,7,14,7,3,3,6,4,4,19,14,11
"655","2014/03/09 20:45",2,6,13,10,2,2,5,3,7,16,3,12,2,6,12,10,2,2,5,3,3,16,7,12
"656","2014/03/09 21:00",2,4,13,12,2,2,5,3,8,19,3,15,2,4,12,13,2,2,5,3,3,19,8,15
"657","2014/03/09 21:15",2,4,13,13,2,2,5,3,8,19,3,16,2,4,12,14,2,2,5,3,3,20,8,17
"658","2014/03/09 21:30",2,4,14,37,2,2,5,3,7,19,2,15,2,4,13,37,2,2,5,3,3,19,7,15
"659","2014/03/09 21:45",2,4,13,20,2,2,5,3,8,20,2,16,2,4,12,20,2,2,5,3,3,20,7,16
"660","2014/03/09 22:00",2,10,13,11,2,2,5,3,7,21,2,17,2,10,12,12,2,2,5,3,2,21,7,17
"661","2014/03/09 22:15",3,10,14,8,3,2,6,4,10,24,3,21,3,10,13,8,2,2,6,4,3,24,10,21
"662","2014/03/09 22:30",5,10,17,24,5,6,8,6,19,25,6,26,6,10,16,25,6,5,8,6,6,25,18,26
"663","2014/03/09 22:45",6,11,17,15,5,6,8,6,22,24,6,25,6,11,16,16,6,6,9,7,6,23,22,25
"664","2014/03/09 23:00",7,12,17,23,7,7,9,8,26,25,7,31,7,12,17,24,6,6,9,7,7,25,27,31
"665","2014/03/09 23:15",7,12,24,14,7,7,10,8,27,28,8,34,7,12,22,14,7,7,10,8,8,28,27,34
"666","2014/03/09 23:30",9,13,20,18,8,8,12,9,33,26,9,30,8,14,19,18,8,8,12,9,9,26,33,30
"667","2014/03/09 23:45",9,14,23,17,9,9,11,9,36,28,9,29,9,14,22,16,9,9,12,9,9,27,36,28
"668","2014/03/10 00:00",9,14,22,31,9,9,12,10,34,27,9,28,9,15,21,31,9,9,12,10,9,27,35,28
"669","2014/03/10 00:15",9,14,24,37,9,9,12,10,34,31,10,27,9,14,23,38,9,9,13,10,9,31,35,27
"670","2014/03/10 00:30",9,14,23,34,9,9,12,10,35,27,9,25,9,14,22,35,9,9,12,10,9,27,35,25
"671","2014/03/10 00:45",10,15,25,47,10,9,12,10,35,28,10,23,10,15,24,47,10,10,12,10,10,27,36,23
"672","2014/03/10 01:00",9,14,23,29,9,9,11,9,33,24,9,24,9,14,22,29,9,9,11,9,9,24,34,24
"673","2014/03/10 01:15",9,14,24,34,8,9,12,10,33,29,10,19,9,14,23,35,9,8,12,10,9,29,33,19
"674","2014/03/10 01:30",9,14,26,51,8,8,11,9,31,35,9,15,9,14,25,51,8,8,10,8,8,34,31,15
"675","2014/03/10 01:45",8,12,22,40,7,7,9,7,28,27,7,15,7,12,21,40,7,7,10,8,7,27,28,15
"676","2014/03/10 02:00",7,11,20,19,7,6,10,7,29,22,7,24,7,11,19,19,7,7,9,7,6,22,29,23
"677","2014/03/10 02:15",9,13,48,47,7,7,12,9,29,30,8,19,9,14,47,47,8,7,12,8,8,30,29,19
"678","2014/03/10 02:30",10,14,59,43,8,9,12,9,31,28,9,17,10,14,57,45,9,9,11,9,9,28,32,17
"679","2014/03/10 02:45",6,10,49,41,5,6,9,6,21,23,6,14,6,10,48,43,6,6,9,7,6,23,21,14
"680","2014/03/10 03:00",6,10,48,41,6,6,9,6,21,21,6,17,6,10,46,43,6,6,9,7,6,21,21,16
"681","2014/03/10 03:15",7,11,49,41,7,7,10,8,28,26,8,39,7,11,47,42,7,7,10,8,8,26,29,38
"682","2014/03/10 03:30",7,11,46,41,7,7,10,7,30,23,8,52,7,11,44,42,7,7,10,8,9,23,31,53
"683","2014/03/10 03:45",8,11,40,50,8,8,11,9,33,21,9,52,9,12,39,51,8,8,11,8,8,21,34,52
"684","2014/03/10 04:00",7,10,36,43,7,6,10,8,28,20,8,48,7,10,34,44,7,7,10,8,7,20,29,48
"685","2014/03/10 04:15",10,17,45,45,15,14,13,11,39,24,11,50,10,16,44,46,15,14,14,12,11,24,40,50
"686","2014/03/10 04:30",9,22,29,26,8,8,12,9,37,21,9,38,9,23,27,27,8,8,12,9,8,22,38,38
"687","2014/03/10 04:45",9,26,26,31,9,9,11,9,36,20,9,26,9,26,25,32,9,8,11,9,9,20,36,26
"688","2014/03/10 05:00",7,25,22,24,7,7,10,8,29,20,7,21,7,26,21,25,7,7,10,8,7,20,30,21
"689","2014/03/10 05:15",8,31,27,44,7,7,11,8,31,24,7,24,9,31,26,44,7,7,11,9,7,24,31,24
"690","2014/03/10 05:30",9,33,30,45,7,6,12,8,30,21,7,22,9,33,29,45,6,6,12,8,7,21,30,23
"691","2014/03/10 05:45",11,32,40,42,10,10,13,12,39,25,11,23,11,32,39,44,11,10,14,11,10,24,38,23
"692","2014/03/10 06:00",9,25,31,22,10,9,12,9,38,20,8,41,9,26,31,22,10,9,11,9,9,20,39,42
"693","2014/03/10 06:15",11,26,36,48,10,10,14,11,41,26,11,51,11,27,36,48,11,10,15,12,10,27,41,51
"694","2014/03/10 06:30",12,38,32,47,9,9,12,10,37,22,9,47,13,39,31,47,10,9,12,9,9,21,38,47
"695","2014/03/10 06:45",9,34,27,59,7,7,10,7,28,18,7,45,9,34,26,59,6,8,10,7,6,19,29,45
"696","2014/03/10 07:00",8,21,28,40,7,8,11,9,30,19,8,47,8,22,27,42,7,8,11,9,8,19,30,47
"697","2014/03/10 07:15",9,21,29,48,8,8,12,10,30,24,8,49,10,21,27,49,9,8,12,10,8,23,30,49
"698","2014/03/10 07:30",7,13,24,52,6,6,9,7,24,20,6,42,7,13,23,53,6,6,9,7,6,19,24,42
"699","2014/03/10 07:45",7,14,25,57,6,6,9,7,22,18,6,39,7,13,23,59,5,6,9,6,5,17,23,39
"700","2014/03/10 08:00",9,14,25,56,6,6,9,6,22,17,6,40,9,15,25,57,6,6,9,6,6,16,22,40
"701","2014/03/10 08:15",10,16,32,51,5,5,9,6,21,21,6,42,10,15,31,51,6,6,9,7,6,22,21,41
"702","2014/03/10 08:30",11,20,30,55,9,9,12,10,40,20,8,41,12,20,29,57,9,9,12,9,8,20,41,41
"703","2014/03/10 08:45",12,16,30,45,10,11,14,11,41,22,8,39,11,17,29,45,11,10,14,12,8,22,42,39
"704","2014/03/10 09:00",6,8,25,57,4,4,7,5,13,14,4,36,6,8,24,58,4,3,7,4,4,14,13,36
"705","2014/03/10 09:15",8,20,30,52,6,6,10,8,24,19,7,36,8,19,30,53,7,6,11,8,6,19,24,37
"706","2014/03/10 09:30",8,21,29,60,7,7,9,7,23,18,7,35,9,21,27,61,7,6,10,7,7,17,23,35
"707","2014/03/10 09:45",8,17,25,58,6,6,9,7,20,17,6,32,8,18,23,59,6,5,9,7,6,16,21,32
"708","2014/03/10 10:00",5,9,21,58,3,3,7,4,12,14,4,31,5,9,21,58,4,3,7,4,4,14,12,31
"709","2014/03/10 10:15",6,11,24,53,5,4,9,6,18,17,5,35,6,11,22,54,4,5,8,6,4,16,18,36
"710","2014/03/10 10:30",6,11,22,55,5,5,8,6,19,15,5,33,6,11,21,58,5,5,9,6,5,16,19,33
"711","2014/03/10 10:45",8,12,24,49,6,6,9,7,21,17,7,33,7,11,23,50,6,6,9,7,6,17,21,33
"712","2014/03/10 11:00",8,24,24,56,7,7,10,7,22,17,7,32,8,24,23,58,7,6,10,7,7,17,22,32
"713","2014/03/10 11:15",8,21,25,56,6,6,10,7,22,20,7,29,8,21,24,59,6,6,10,8,7,20,23,30
"714","2014/03/10 11:30",4,8,21,51,3,3,6,4,12,18,4,25,5,8,21,55,4,3,7,4,4,18,12,26
"715","2014/03/10 11:45",3,5,20,49,3,3,6,3,8,20,3,23,3,5,19,52,2,3,6,3,3,20,8,23
"716","2014/03/10 12:00",3,5,20,46,3,3,6,3,9,19,3,23,3,6,19,49,3,2,6,3,3,19,9,23
"717","2014/03/10 12:15",4,7,24,49,3,3,7,4,10,19,4,23,4,7,23,51,3,3,7,4,4,19,10,22
"718","2014/03/10 12:30",4,10,22,49,3,4,7,4,12,20,4,28,5,10,21,50,4,3,7,4,4,20,12,28
"719","2014/03/10 12:45",4,9,23,23,4,3,7,5,14,21,5,19,4,9,22,24,4,4,7,5,5,21,14,18
"720","2014/03/10 13:00",4,11,23,38,4,4,7,5,13,20,5,21,4,11,22,39,4,4,7,5,5,19,13,21
"721","2014/03/10 13:15",8,15,27,57,5,5,8,6,16,20,5,23,8,16,26,58,5,4,8,6,5,20,16,23
"722","2014/03/10 13:30",5,13,24,43,4,4,7,5,14,22,5,22,6,13,24,44,4,4,7,5,5,22,14,22
"723","2014/03/10 13:45",6,13,28,52,5,4,8,5,16,21,6,22,6,13,27,54,5,5,8,6,6,21,17,23
"724","2014/03/10 14:00",5,13,24,41,5,4,7,5,15,19,5,24,5,13,23,42,4,5,7,5,5,19,15,24
"725","2014/03/10 14:15",7,19,27,52,7,7,10,8,26,22,8,39,8,19,25,53,7,7,10,8,8,22,27,39
"726","2014/03/10 14:30",11,21,28,53,9,9,12,10,36,20,10,49,11,22,27,53,9,9,12,9,10,20,37,49
"727","2014/03/10 14:45",7,15,27,56,6,6,9,7,21,18,8,50,8,16,27,57,6,6,9,7,8,18,22,49
"728","2014/03/10 15:00",7,15,24,47,6,6,9,7,21,18,8,52,7,15,24,49,6,6,9,7,8,19,21,52
"729","2014/03/10 15:15",7,15,26,52,6,6,9,7,18,21,8,52,7,15,25,54,6,6,9,7,8,21,18,52
"730","2014/03/10 15:30",6,18,26,44,6,5,9,7,19,21,9,55,6,18,25,47,6,6,9,7,8,21,19,55
"731","2014/03/10 15:45",7,19,29,49,6,6,9,7,19,20,8,52,8,19,29,50,6,6,9,7,8,20,19,51
"732","2014/03/10 16:00",6,19,26,48,5,5,8,5,15,18,6,40,6,19,25,49,5,5,8,6,6,18,16,40
"733","2014/03/10 16:15",7,20,27,53,5,5,8,6,16,22,6,16,7,20,26,54,5,5,8,6,6,22,17,16
"734","2014/03/10 16:30",7,20,21,53,5,5,8,6,16,22,7,23,8,20,20,54,5,5,8,6,7,22,16,23
"735","2014/03/10 16:45",5,15,19,42,5,4,7,5,15,21,6,18,5,16,18,43,4,4,7,6,5,21,15,18
"736","2014/03/10 17:00",4,11,18,29,4,4,7,5,13,19,5,27,4,11,17,30,4,4,7,5,5,19,14,27
"737","2014/03/10 17:15",4,10,19,42,4,4,7,6,13,18,5,44,5,9,18,43,4,4,8,5,5,18,13,45
"738","2014/03/10 17:30",5,11,20,45,5,5,9,6,15,25,8,50,5,12,19,46,5,5,9,6,8,25,16,51
"739","2014/03/10 17:45",5,11,19,39,4,4,7,5,15,22,5,34,5,11,18,40,4,4,8,5,5,22,15,33
"740","2014/03/10 18:00",4,10,19,41,4,3,7,5,11,21,4,26,4,10,17,43,3,3,7,4,5,21,11,26
"741","2014/03/10 18:15",5,13,21,32,4,4,8,6,16,23,5,29,5,13,20,33,5,5,8,6,5,24,16,29
"742","2014/03/10 18:30",6,18,19,39,5,6,8,6,19,22,8,39,6,17,18,39,6,5,9,6,7,23,19,39
"743","2014/03/10 18:45",4,14,22,19,4,4,8,5,16,22,5,27,5,14,21,19,5,4,7,5,5,22,16,28
"744","2014/03/10 19:00",6,17,25,46,5,5,8,6,18,23,6,32,7,17,23,46,5,5,8,6,5,22,18,32
"745","2014/03/10 19:15",9,20,29,51,5,6,9,7,19,23,6,35,10,20,28,51,6,5,9,7,7,23,20,35
"746","2014/03/10 19:30",9,21,24,72,6,6,9,7,21,22,7,27,9,21,24,73,6,6,9,7,7,22,21,28
"747","2014/03/10 19:45",8,18,23,30,6,6,9,6,21,21,7,24,8,19,22,31,6,6,9,7,7,21,21,24
"748","2014/03/10 20:00",6,16,22,55,5,5,8,6,17,20,6,26,7,16,21,56,5,5,8,6,6,20,18,26
"749","2014/03/10 20:15",8,19,23,55,7,7,10,8,22,24,8,22,8,19,23,56,6,7,10,8,7,24,22,22
"750","2014/03/10 20:30",9,20,22,53,7,7,9,8,25,23,8,21,8,21,22,54,7,6,10,8,8,23,24,21
"751","2014/03/10 20:45",7,18,21,37,6,6,9,6,21,26,6,15,7,17,19,38,6,6,8,7,6,26,21,15
"752","2014/03/10 21:00",7,17,19,36,6,6,9,6,21,22,6,17,7,16,18,37,6,6,9,7,6,21,21,17
"753","2014/03/10 21:15",5,16,18,37,5,5,8,6,17,22,6,16,5,15,17,38,5,5,8,6,5,22,17,15
"754","2014/03/10 21:30",6,16,19,52,6,6,8,6,21,24,6,13,6,16,19,52,5,5,9,6,6,24,20,13
"755","2014/03/10 21:45",9,17,22,23,7,7,10,8,29,30,8,20,9,17,21,23,7,7,10,8,8,30,30,20
"756","2014/03/10 22:00",7,21,18,20,7,7,10,8,28,31,7,23,7,21,17,21,7,7,10,8,7,31,28,24
"757","2014/03/10 22:15",6,22,19,21,6,6,10,7,23,33,7,30,6,22,18,22,6,6,9,7,7,33,23,29
"758","2014/03/10 22:30",5,14,16,41,4,4,7,5,14,28,5,28,5,14,15,42,4,4,7,5,5,28,14,29
"759","2014/03/10 22:45",6,17,18,43,6,6,9,7,21,33,6,30,6,17,17,45,6,6,9,7,6,33,21,30
"760","2014/03/10 23:00",7,16,20,27,7,7,10,8,27,30,7,34,7,17,19,28,7,7,10,8,7,30,27,34
"761","2014/03/10 23:15",8,19,27,24,8,8,13,9,30,27,8,37,8,19,26,25,8,8,13,8,9,28,30,37
"762","2014/03/10 23:30",9,16,27,35,8,9,16,9,32,25,9,34,9,16,27,36,8,8,16,9,9,25,33,34
"763","2014/03/10 23:45",10,17,49,40,10,9,14,10,39,24,11,37,10,16,48,40,9,10,14,10,10,23,39,37
"764","2014/03/11 00:00",12,22,40,40,12,12,16,13,52,26,12,33,12,22,38,41,12,12,16,13,13,26,52,32
"765","2014/03/11 00:15",14,25,30,22,14,14,18,15,62,29,15,36,14,25,29,22,14,14,17,15,15,29,63,36
"766","2014/03/11 00:30",13,23,27,25,13,13,16,13,56,31,13,39,13,23,26,25,12,13,16,14,13,30,57,39
"767","2014/03/11 00:45",14,25,28,45,14,14,17,15,58,45,15,33,14,25,28,46,14,13,17,15,15,45,58,33
"768","2014/03/11 01:00",11,23,24,31,11,11,14,12,44,38,12,28,11,22,23,31,11,11,13,12,12,38,44,28
"769","2014/03/11 01:15",11,32,25,44,10,10,14,12,41,44,11,24,11,32,24,45,10,10,13,12,11,43,40,25
"770","2014/03/11 01:30",11,29,25,43,10,10,12,10,39,40,11,24,11,29,24,43,9,10,13,10,10,40,38,24
"771","2014/03/11 01:45",11,32,27,34,11,11,14,11,44,39,11,27,12,33,25,34,11,11,14,12,11,38,44,27
"772","2014/03/11 02:00",10,20,24,30,10,10,13,11,40,38,10,30,10,20,24,31,10,11,13,11,10,38,40,30
"773","2014/03/11 02:15",9,17,35,28,9,9,12,10,36,37,9,28,10,17,34,29,9,10,12,10,9,37,36,28
"774","2014/03/11 02:30",9,18,47,41,9,9,12,10,34,35,10,29,9,18,45,43,9,9,12,10,9,34,34,29
"775","2014/03/11 02:45",10,22,44,44,10,9,12,10,36,35,10,28,10,22,42,46,10,9,12,11,10,35,36,28
"776","2014/03/11 03:00",10,17,37,46,9,9,12,10,38,35,10,35,10,18,36,48,9,9,12,10,10,34,38,36
"777","2014/03/11 03:15",11,19,44,57,10,10,14,12,39,45,11,32,12,20,44,58,10,10,14,11,11,46,39,32
"778","2014/03/11 03:30",13,25,47,40,13,13,16,14,54,44,14,36,14,26,46,41,13,13,16,14,14,43,53,37
"779","2014/03/11 03:45",12,19,46,59,11,11,14,12,45,38,12,37,12,18,44,60,11,11,14,12,12,38,44,36
"780","2014/03/11 04:00",12,19,38,54,11,10,14,11,43,42,10,33,11,19,38,55,10,10,13,11,11,43,43,32
"781","2014/03/11 04:15",12,23,42,51,12,12,14,12,42,41,12,34,11,23,41,52,12,12,15,12,11,41,41,34
"782","2014/03/11 04:30",9,32,32,24,10,10,12,11,37,36,10,35,10,31,30,25,10,10,13,10,10,36,37,35
"783","2014/03/11 04:45",11,32,33,31,11,12,13,11,43,38,11,34,11,31,31,31,11,11,14,11,11,37,43,33
"784","2014/03/11 05:00",10,27,29,19,11,11,13,11,40,39,10,31,10,28,28,20,11,11,12,10,10,39,40,31
"785","2014/03/11 05:15",16,34,36,47,14,14,17,14,48,45,13,34,16,35,35,48,14,14,16,14,13,45,48,35
"786","2014/03/11 05:30",10,28,32,36,10,10,15,10,35,41,11,27,10,27,31,37,10,9,14,11,10,40,36,29
"787","2014/03/11 05:45",10,30,33,31,10,9,13,10,37,37,10,26,10,30,33,31,9,10,13,10,10,37,37,25
"788","2014/03/11 06:00",9,27,32,42,9,9,12,10,36,37,9,34,10,27,30,42,8,8,12,10,9,36,37,34
"789","2014/03/11 06:15",8,24,38,47,8,8,12,9,27,39,8,33,8,24,37,48,8,8,12,9,9,39,27,32
"790","2014/03/11 06:30",8,25,29,37,7,7,11,8,27,38,8,31,7,25,27,38,7,7,10,8,8,38,27,30
"791","2014/03/11 06:45",9,30,27,47,8,8,11,9,30,36,8,30,10,30,24,48,8,8,11,9,8,35,30,31
"792","2014/03/11 07:00",10,29,24,46,9,9,12,9,32,37,9,34,10,30,23,46,9,9,12,9,9,37,32,33
"793","2014/03/11 07:15",11,28,28,55,9,9,12,11,31,39,9,34,11,28,28,55,8,9,12,10,9,39,31,35
"794","2014/03/11 07:30",9,28,26,57,8,8,12,9,30,41,9,28,9,29,25,57,8,8,12,9,9,42,30,28
"795","2014/03/11 07:45",11,29,28,53,9,9,12,10,36,38,10,38,11,30,28,54,9,9,12,9,9,38,36,38
"796","2014/03/11 08:00",12,28,29,64,8,8,11,9,31,34,9,43,12,29,28,66,8,9,11,9,9,34,31,43
"797","2014/03/11 08:15",9,23,28,56,7,7,10,8,23,34,7,41,9,23,28,57,7,7,10,8,7,34,23,41
"798","2014/03/11 08:30",14,35,34,60,12,13,16,13,52,37,12,44,14,34,33,61,12,12,16,13,12,36,53,44
"799","2014/03/11 08:45",13,31,31,54,12,12,15,13,47,37,9,40,13,31,31,54,12,12,15,12,9,36,47,41
"800","2014/03/11 09:00",9,27,28,59,7,8,10,8,21,31,7,37,9,27,27,60,7,7,10,8,7,31,21,36
"801","2014/03/11 09:15",6,23,25,39,6,5,10,7,19,32,6,36,6,23,25,40,5,5,10,7,6,32,19,37
"802","2014/03/11 09:30",4,24,23,47,4,3,7,4,11,25,4,36,4,24,22,48,4,3,6,5,4,25,11,37
"803","2014/03/11 09:45",8,30,30,56,7,7,10,8,24,22,7,40,8,29,28,57,7,7,10,7,7,22,25,40
"804","2014/03/11 10:00",7,33,26,32,7,7,10,8,23,19,8,43,7,33,26,33,7,7,9,8,7,19,24,42
"805","2014/03/11 10:15",7,29,23,57,6,6,10,8,21,24,6,37,7,29,22,59,6,6,10,8,7,24,21,38
"806","2014/03/11 10:30",4,27,20,32,4,4,6,4,11,27,4,34,4,28,19,33,4,3,6,4,4,27,11,35
"807","2014/03/11 10:45",5,8,22,53,4,4,7,5,14,27,4,36,5,8,21,54,4,4,7,5,4,27,14,37
"808","2014/03/11 11:00",5,28,22,55,5,5,8,6,18,28,6,32,6,29,21,57,5,5,8,6,6,28,19,32
"809","2014/03/11 11:15",5,29,21,54,4,4,7,5,12,36,4,33,5,29,21,57,4,4,7,5,5,36,12,32
"810","2014/03/11 11:30",11,34,27,57,10,10,13,10,40,31,10,33,11,34,26,59,10,10,13,11,10,30,41,34
"811","2014/03/11 11:45",17,45,31,57,10,10,13,11,39,29,10,37,17,45,29,59,10,10,13,11,10,30,39,36
"812","2014/03/11 12:00",11,40,27,59,10,11,13,11,40,34,10,35,12,39,26,61,10,10,13,11,10,34,41,35
"813","2014/03/11 12:15",9,24,28,58,7,8,11,9,29,43,8,32,9,24,28,59,7,7,11,9,8,43,28,31
"814","2014/03/11 12:30",5,20,24,54,4,4,7,5,13,37,5,28,6,20,23,56,4,4,7,5,5,37,12,29
"815","2014/03/11 12:45",6,26,24,56,5,5,8,5,14,34,5,27,6,27,24,59,5,5,7,6,5,34,14,28
"816","2014/03/11 13:00",6,25,23,56,5,5,7,5,14,35,5,29,6,25,22,59,5,5,7,5,6,35,14,28
"817","2014/03/11 13:15",7,35,25,54,6,6,9,7,19,42,7,29,7,35,25,58,6,6,9,7,7,42,18,29
"818","2014/03/11 13:30",7,35,24,59,5,5,8,6,16,35,6,30,8,36,24,61,5,5,8,6,6,35,17,30
"819","2014/03/11 13:45",10,22,29,61,6,6,9,7,19,40,7,33,12,22,27,62,6,6,9,7,7,39,19,33
"820","2014/03/11 14:00",13,22,28,59,7,7,10,8,23,39,8,32,12,23,28,59,7,7,10,8,7,40,23,32
"821","2014/03/11 14:15",11,21,30,55,7,7,10,8,23,40,8,34,10,22,29,55,7,7,11,8,8,39,23,34
"822","2014/03/11 14:30",14,24,29,57,7,7,10,8,24,30,8,31,14,25,29,58,7,7,10,7,8,30,24,31
"823","2014/03/11 14:45",7,18,27,52,6,6,9,7,22,26,7,30,8,19,26,53,6,7,9,7,7,26,23,30
"824","2014/03/11 15:00",8,19,27,55,7,6,9,7,22,32,7,29,8,19,26,58,7,7,10,7,7,32,22,29
"825","2014/03/11 15:15",7,20,27,45,7,7,10,8,22,35,8,38,7,19,26,46,7,6,10,8,7,35,23,38
"826","2014/03/11 15:30",7,18,27,48,6,6,9,7,20,36,8,48,7,18,26,50,6,6,9,7,7,36,20,48
"827","2014/03/11 15:45",7,17,27,44,6,6,9,7,19,46,7,42,7,17,27,45,6,6,9,7,8,46,19,42
"828","2014/03/11 16:00",6,20,25,45,5,5,8,6,15,45,6,37,6,20,24,47,5,5,8,6,6,44,15,37
"829","2014/03/11 16:15",5,18,24,33,5,5,8,6,16,34,6,37,6,18,22,34,5,5,8,6,6,34,16,37
"830","2014/03/11 16:30",11,30,27,41,10,10,13,11,43,35,11,37,11,29,26,42,10,10,13,11,11,35,43,38
"831","2014/03/11 16:45",6,13,25,53,5,5,8,6,17,30,7,55,7,13,24,54,5,5,8,6,7,29,17,55
"832","2014/03/11 17:00",5,11,25,34,5,5,8,6,16,28,7,43,5,11,25,35,5,5,8,6,6,27,15,43
"833","2014/03/11 17:15",5,14,25,45,5,5,9,6,16,39,6,27,5,14,24,46,5,5,9,6,6,38,16,27
"834","2014/03/11 17:30",4,10,23,27,4,4,9,5,13,34,5,23,4,11,22,28,4,4,9,5,5,33,13,23
"835","2014/03/11 17:45",4,10,23,35,4,4,7,5,13,30,4,25,4,10,21,35,4,4,7,5,4,30,13,24
"836","2014/03/11 18:00",4,11,22,35,4,4,7,5,13,33,4,24,5,11,21,36,4,4,7,5,5,33,13,24
"837","2014/03/11 18:15",5,12,23,43,4,4,8,6,15,33,5,22,5,12,22,45,4,5,8,6,5,33,15,22
"838","2014/03/11 18:30",5,13,23,50,5,5,8,6,16,30,6,23,5,13,22,52,5,5,8,5,6,30,17,24
"839","2014/03/11 18:45",5,12,26,52,4,4,7,5,14,28,5,24,5,12,25,54,4,4,7,5,5,27,15,24
"840","2014/03/11 19:00",5,14,27,36,5,5,8,6,16,27,6,23,5,14,25,37,5,5,8,5,6,27,16,24
"841","2014/03/11 19:15",5,14,28,26,5,5,9,6,17,28,6,24,5,14,27,27,5,5,9,6,6,29,18,24
"842","2014/03/11 19:30",6,14,30,46,5,5,8,6,17,32,6,21,6,14,29,46,5,5,8,6,6,32,17,21
"843","2014/03/11 19:45",9,18,29,64,6,6,9,7,20,33,6,27,9,18,28,64,6,6,9,7,7,33,21,26
"844","2014/03/11 20:00",7,16,25,51,5,5,8,6,19,35,6,22,8,16,24,52,5,5,8,6,6,35,18,22
"845","2014/03/11 20:15",6,16,20,29,6,6,9,7,21,36,7,23,6,16,18,30,6,6,9,8,7,35,21,23
"846","2014/03/11 20:30",5,14,17,18,5,5,8,6,19,31,6,22,5,14,15,19,5,6,8,6,6,31,19,22
"847","2014/03/11 20:45",5,13,17,27,5,5,8,5,18,30,6,29,5,13,16,27,5,5,8,6,6,30,18,28
"848","2014/03/11 21:00",5,12,18,37,5,5,8,6,18,29,6,30,5,13,16,37,5,5,8,6,6,28,18,30
"849","2014/03/11 21:15",5,11,17,30,5,5,8,6,17,29,6,33,5,11,16,31,5,5,8,6,6,29,17,33
"850","2014/03/11 21:30",5,10,16,28,4,5,7,6,16,25,5,31,5,10,15,29,5,4,7,5,5,26,15,32
